,director_name,genres,actor_1_name,movie_title,imdb_score,plot_keywords,plot_keywords_vector,movie_id
681,Taylor Hackford,Action|Drama|Thriller,Pamela Reed,Proof of Life ,6.2,jungle|pipeline|prisoner|ransom|south america,,
682,Jon Favreau,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Kristen Stewart,Zathura: A Space Adventure ,6.1,2000s|coke|meeting future self|reference to spongebob squarepants|sony,,
683,David Fincher,Drama,Brad Pitt,Fight Club ,8.8,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,,
684,McG,Drama|Sport,Matthew McConaughey,We Are Marshall ,7.1,coach|football|football team|marshall university|university,,
686,Michael Lehmann,Action|Adventure|Comedy,Bruce Willis,Hudson Hawk ,5.7,blackmail|burglar|critically bashed|leonardo da vinci|prison,,
687,Nora Ephron,Comedy|Crime,Michael Rapaport,Lucky Numbers ,5.0,celebrity|lottery|murder|snowmobile|weatherman,,
688,Stuart Beattie,Action|Fantasy|Sci-Fi|Thriller,Caitlin Stasey,"I, Frankenstein ",5.1,army|creature|demon|frankenstein|gargoyle,,
689,Roman Polanski,Crime|Drama,Ian McNeice,Oliver Twist ,6.9,boy|character name in title|orphan|pickpocket|workhouse,,
690,Rob Bowman,Action|Crime|Fantasy|Thriller,Jennifer Garner,Elektra ,4.8,assassin|battle|heroine|martial arts|spin off,,
691,Frank Miller,Action|Crime|Thriller,Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,6.5,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,,
692,Sydney Pollack,Drama|Mystery|Romance,Harrison Ford,Random Hearts ,5.1,death|plane crash|police|police sergeant|politician,,
693,Baltasar Kormákur,Adventure|Biography|Drama|History|Sport|Thriller,Michael Kelly,Everest ,7.1,blizzard|mount everest|mountain|mountain climbing|snow,,
694,Tom Tykwer,Crime|Drama|Fantasy,Michael Smiley,Perfume: The Story of a Murderer ,7.5,18th century|perfume|scent|sense of smell|smell,,
695,Jay Roach,Action|Comedy|Crime,Verne Troyer,Austin Powers in Goldmember ,6.2,fem bot|prison|seductive fembot|spy|time travel,,
696,David Bowers,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy ,6.3,betrayal|futuristic|gladiator|robot|scientist,,
697,Steven Spielberg,Adventure|Sci-Fi|Thriller,Wayne Knight,Jurassic Park ,8.1,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,,
698,Lawrence Kasdan,Adventure|Biography|Crime|Drama|Western,Dennis Quaid,Wyatt Earp ,6.6,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,,
699,Phillip Noyce,Action|Crime|Drama|Thriller,Harrison Ford,Clear and Present Danger ,6.9,cia|colombia|colombian drug cartel|drugs|president,,
700,Daniel Lee,Action|Adventure|Drama|History,Si Won Choi,Dragon Blade ,6.1,child fugitive|final battle|martial art|silk road|sword,,
701,Keenen Ivory Wayans,Comedy|Crime,Chazz Palminteri,Littleman ,4.3,diamond|infant|parody|spoof|sports violence,,
702,Jonathan Mostow,Action|War,Matthew McConaughey,U-571 ,6.6,battle|historically inaccurate|submarine movie|u boat|world war two,,
703,Rob Reiner,Comedy|Drama|Romance,Shawna Waldron,The American President ,6.8,lobbyist|president|senator|state dinner|widower,,
704,Marco Schnabel,Comedy|Romance|Sport,Justin Timberlake,The Love Guru ,3.8,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,,
705,Demian Lichtenstein,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,5.9,casino|elvis impersonator|gun|heist|rascal,,
706,Quentin Tarantino,Crime|Drama|Mystery|Thriller|Western,Craig Stark,The Hateful Eight ,7.9,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,,
707,Josh Gordon,Comedy|Sport,Will Ferrell,Blades of Glory ,6.3,competition|fight|ice|jock strap|nintendo game boy advance,,
708,Tim Hill,Adventure|Animation|Comedy|Family|Fantasy,Gary Cole,Hop ,5.5,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,,
709,Zack Snyder,Action|Drama|Fantasy|War,Gerard Butler,300 ,7.7,battle|epic|greece|spartan|warrior,,
710,Jay Roach,Comedy|Romance,Robert De Niro,Meet the Fockers ,6.3,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,,
711,David Frankel,Comedy|Drama|Family,Eric Dane,Marley & Me ,7.1,box office hit|dog|dog movie|florida|pet name in title,,
712,Frank Darabont,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile ,8.5,1930s|death row inmate|healing|prison guard|southern u.s.,,
713,Walt Becker,Action|Adventure|Comedy,Jill Hennessy,Wild Hogs ,5.9,biker gang|friend|motorcycle|new mexico|road trip,,
714,Mark Dindal,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,Chicken Little ,5.8,alien invasion|chicken|fish|friend|panic,,
715,David Fincher,Crime|Drama|Mystery|Thriller,Patrick Fugit,Gone Girl ,8.1,based on novel|disappearance|missing person|missing wife|murder suspect,,
716,Doug Liman,Action|Mystery|Thriller,Matt Damon,The Bourne Identity ,7.9,amnesia|assassin|money|political thriller|three word title,,
717,Martin Campbell,Action|Adventure|Thriller,Izabella Scorupco,GoldenEye ,7.2,agent|cossack|official james bond series|russia|russian,,
718,Simon West,Drama|Mystery|Thriller,Daniel von Bargen,The General's Daughter ,6.3,army cid|cover up|military|murder|woman in military,,
719,Peter Weir,Comedy|Drama|Sci-Fi,Natascha McElhone,The Truman Show ,8.1,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,,
720,Brenda Chapman,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,The Prince of Egypt ,7.0,ancient egypt|hebrew|nudity|pharaoh|title directed by female,,
721,Steve Carr,Comedy|Family,Anjelica Huston,Daddy Day Care ,5.5,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,,
722,Baltasar Kormákur,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,2 Guns ,6.7,close up of breasts|female nudity|fugitive|money|undercover,,
723,Lawrence Guterman,Action|Comedy|Family|Fantasy,Carol Ann Susi,Cats & Dogs ,5.2,cartoon on tv|cat|dog|scientist|secret agent,,
724,F. Gary Gray,Action|Crime|Thriller,Jason Statham,The Italian Job ,7.0,gold|heist|revenge|traffic jam|venice italy,,
725,Marc Lawrence,Comedy|Romance,Dorian Missick,Two Weeks Notice ,6.1,developer|divorce|lawyer|love|new york city,,
726,Eric Darnell,Adventure|Animation|Comedy|Family,Sylvester Stallone,Antz ,6.6,ant|friend|princess|soldier|worker,,
727,Peter Billingsley,Comedy,Jon Favreau,Couples Retreat ,5.5,couple|island|marriage|tropical|voyeurism,,
728,Tony Scott,Action|Drama|Sport,Tom Cruise,Days of Thunder ,5.9,driver|hot shot|racing|stock car driver|team,,
729,Adam Shankman,Adventure|Comedy|Family,Taylor Lautner,Cheaper by the Dozen 2 ,5.4,children|competition|rival|second part|vacation,,
730,Wes Ball,Action|Sci-Fi|Thriller,Ki Hong Lee,The Scorch Trials ,6.4,desert|disease|escape|resistance|virus,,
731,Ryan Murphy,Drama|Romance,James Franco,Eat Pray Love ,5.7,divorce|emotional balance|female protagonist|indonesia|inner peace,,
732,Brett Ratner,Comedy|Drama|Fantasy|Romance,Nicolas Cage,The Family Man ,6.7,bowling|christmas|parallel universe|salesman|unfaithfulness,,
733,Robert Schwentke,Action|Comedy|Crime|Thriller,Bruce Willis,RED ,7.1,cia|female assassin|interrogation|office cubicle|spy,,
734,Oliver Stone,Drama|Sport,Al Pacino,Any Given Sunday ,6.8,breasts|coach|football|in medias res|vomiting,,
735,Robert Redford,Drama|Romance|Western,Scarlett Johansson,The Horse Whisperer ,6.5,grace|groom|horse|montana|western u.s.,,
736,Michael Mann,Crime|Drama|Thriller,Tom Cruise,Collateral ,7.6,city by night|contract killer|driving at night|los angeles california|taxi,,
737,Chuck Russell,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Scorpion King ,5.5,desert|king|showdown|sorceress|warrior,,
738,Jay Russell,Action|Drama|Thriller,Billy Burke,Ladder 49 ,6.5,death of husband|fire|firefighter|funeral|main character dies,,
739,Christopher McQuarrie,Action|Crime|Mystery|Thriller,Tom Cruise,Jack Reacher ,7.0,coma|mysterious villain|police chase|shooting range|sniper,,
740,Renny Harlin,Action|Sci-Fi|Thriller,LL Cool J,Deep Blue Sea ,5.8,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,,
741,Kenny Ortega,Documentary|Music,Misha Gabriel Hamilton,This Is It ,7.3,2000s|box office hit|comeback|rehearsal|year 2009,,
742,Steven Soderbergh,Drama|Thriller,Matt Damon,Contagion ,6.6,contagion|cure|infection|panic|virus,,
743,David McNally,Action|Adventure|Comedy|Crime,Estella Warren,Kangaroo Jack ,4.4,australia|body paint|kangaroo|mob|money,,
744,Henry Selick,Animation|Family|Fantasy,Jennifer Saunders,Coraline ,7.7,dream|new home|parallel worlds|scissors|secret door,,
745,M. Night Shyamalan,Sci-Fi|Thriller,Zooey Deschanel,The Happening ,5.0,bee|nature|park|school|teacher,,
746,Tony Scott,Action|Crime|Drama|Thriller,Denzel Washington,Man on Fire ,7.7,bodyguard|journalist|kidnapping|mexico|police corruption,,
747,Brian Robbins,Comedy|Family|Fantasy,Robert Downey Jr.,The Shaggy Dog ,4.4,animal as human|dog movie|elevator|human becoming an animal|sheepdog,,
748,Todd Phillips,Comedy|Crime,Snoop Dogg,Starsky & Hutch ,6.1,cocaine|cop|criminal|partner|police,,
749,Brian Levant,Comedy|Family,Jim Belushi,Jingle All the Way ,5.4,action figure|christmas|hero|karate|toy,,
750,Guillermo del Toro,Action|Fantasy|Horror|Sci-Fi,James Babson,Hellboy ,6.8,assassin|demon|hero|nazi|superhero,,
751,Steven Zaillian,Drama,Robert Duvall,A Civil Action ,6.5,1980s|law firm|lawsuit|lawyer|toxic waste,,
752,Chris Butler,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,ParaNorman ,7.0,curse|ghost|outcast|witch|zombie,,
753,Michael Caton-Jones,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal ,6.3,assassin|fbi|ira|jackal|russian,,
754,John Woo,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,Paycheck ,6.3,anti hero|babe scientist|engineer|memory|money,,
755,Jon Avnet,Drama|Romance,Joe Mantegna,Up Close & Personal ,6.1,journalism|news anchor|newscast|newscaster|tv journalism,,
756,Sam Fell,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux ,6.1,book|darkness|dungeon|princess|rat,,
758,Kevin Donovan,Action|Comedy|Sci-Fi,Romany Malco,The Tuxedo ,5.3,chauffeur|hospital|secret agent|spying|tuxedo,,
759,Geoff Murphy,Action|Thriller,Peter Greene,Under Siege 2: Dark Territory ,5.4,colorado|niece|satellite|terrorist|train,,
760,Kenneth Branagh,Action|Drama|Thriller,Colm Feore,Jack Ryan: Shadow Recruit ,6.2,covert analyst|marine|russian|spy|stock market,,
761,David O. Russell,Biography|Comedy|Drama,Jennifer Lawrence,Joy ,6.6,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,,
762,Babak Najafi,Action|Crime|Drama|Thriller,Gerard Butler,London Has Fallen ,5.9,british|funeral|good versus evil|mole|sequel,,
763,Jean-Pierre Jeunet,Action|Horror|Sci-Fi,Gary Dourdan,Alien: Resurrection ,6.3,alien|blood|breeding|clone|scientist,,
764,Antoine Fuqua,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,Shooter ,7.2,colonel|ethiopia|marksman|on the run|rangefinder,,
765,Graham Annable,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,The Boxtrolls ,6.8,chase|puppet animation|red hat|stop motion animation|troll,,
766,Griffin Dunne,Comedy|Drama|Fantasy|Romance,Goran Visnjic,Practical Magic ,6.1,curse|death|island|love|magic,,
767,Phil Lord,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,The Lego Movie ,7.8,based on toy|dual personality|evil businessman|good cop bad cop|lego,,
768,John Pasquin,Action|Comedy|Crime,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous ,5.0,bodyguard|fbi|fbi agent|female protagonist|undercover,,
769,Rob Bowman,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,Reign of Fire ,6.2,castle|dragon|fire breathing dragon|militia|survival,,
770,Ruben Fleischer,Action|Crime|Drama|Thriller,Ryan Gosling,Gangster Squad ,6.7,good versus evil|machine gun|mobster|police vigilantism|year 1949,,
771,Harold Ramis,Adventure|Comedy,Olivia Wilde,Year One ,4.9,abraham|hunter|princess|sodom|tribe,,
772,Clint Eastwood,Biography|Drama|History|Sport,Matt Damon,Invictus ,7.4,apartheid|nation|nelson mandela|president|rugby,,
773,Kevin Macdonald,Crime|Drama|Mystery|Thriller,Robin Wright,State of Play ,7.1,congressman|conspiracy|newspaper|political conspiracy|subway,,
774,Tony Gilroy,Comedy|Crime|Romance|Thriller,Julia Roberts,Duplicity ,6.2,ceo|dubai|product|rivalry|spy,,
775,Donald Petrie,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,My Favorite Martian ,4.9,alien|hidden camera|martian|reporter|spaceship,,
776,Clark Johnson,Action|Crime|Thriller,Blair Brown,The Sentinel ,6.1,first lady|framed|investigation|president|secret service,,
777,Jorge Blanco,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,Planet 51 ,6.1,alien|alien planet|astronaut|planet|teenager,,
778,Stuart Baird,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Star Trek: Nemesis ,6.4,earth|federation|romulan|slave|space,,
779,Joel Coen,Comedy|Crime|Romance,Cedric the Entertainer,Intolerable Cruelty ,6.3,attorney|divorce|marriage|real estate|screwball comedy,,
780,Robert Lorenz,Drama|Sport,Clint Eastwood,Trouble with the Curve ,6.8,aging|baseball|baseball scout|north carolina|pitcher,,
781,Martin Campbell,Crime|Drama|Mystery|Thriller,Bojana Novakovic,Edge of Darkness ,6.6,activist|detective|father daughter relationship|investigation|vigilantism,,
782,Peter Hyams,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,The Relic ,5.7,fire|helicopter|museum|police sergeant|relic,,
783,Harold Ramis,Comedy|Crime,Robert De Niro,Analyze That ,5.9,blonde|mafia|mental illness|prison|second part,,
784,Jon Avnet,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,Righteous Kill ,6.0,blood splatter|execution|new york city|nypd|serial killer,,
785,Harold Becker,Action|Crime|Drama|Thriller,Bruce Willis,Mercury Rising ,6.1,autistic child|boy|child in danger|fbi|nsa,,
786,Joe Wright,Biography|Drama|Music,Robert Downey Jr.,The Soloist ,6.7,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat,,
787,Robert Redford,Drama|Fantasy|Sport,Matt Damon,The Legend of Bagger Vance ,6.7,caddy|game|golf|golf course|golfer,,
788,Cameron Crowe,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,Almost Famous ,7.9,band|magazine|rolling stone magazine|smoking marijuana|tour,,
789,Tim Hill,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield 2 ,5.0,cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b,,
790,Lee Tamahori,Action|Adventure|Crime|Thriller,Sunny Mabrey,xXx: State of the Union ,4.3,coup d'etat|mutiny|president|u.s. navy|washington d.c.,,
791,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Priest ,5.7,church|priest|sheriff|vampire|warrior,,
792,Patrick Gilmore,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Sinbad: Legend of the Seven Seas ,6.7,book|framed|goddess|prince|sinbad,,
793,Paul W.S. Anderson,Horror|Sci-Fi|Thriller,Sean Pertwee,Event Horizon ,6.7,solar system|space|spaceship|starship|year 2047,,
794,Joss Whedon,Action|Adventure|Sci-Fi,Chris Hemsworth,The Avengers ,8.1,alien invasion|assassin|battle|iron man|soldier,,
795,Tom Shadyac,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Dragonfly ,6.1,death|doctor|grave|patient|venezuela,,
796,Brian De Palma,Crime|Drama|Mystery|Thriller,Scarlett Johansson,The Black Dahlia ,5.6,black dahlia|boxer|corpse|death|partner,,
797,Tony Bill,Action|Adventure|Drama|History|Romance|War,James Franco,Flyboys ,6.6,american|france|military|pilot|training,,
798,Rod Lurie,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,6.9,colonel|general|military|prison|three star general,,
799,Walter Hill,Horror|Sci-Fi|Thriller,Robert Forster,Supernova ,4.8,deep space|distress signal|explosion|mining|rescue,,
800,Akiva Goldsman,Drama|Fantasy|Mystery|Romance,Matt Bomer,Winter's Tale ,6.2,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,,
801,Harald Zwart,Fantasy|Horror|Mystery|Romance,Aidan Turner,The Mortal Instruments: City of Bones ,6.0,battle|demon|magic|secret|warrior,,
802,Brian Robbins,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,Meet Dave ,4.9,alien|mutiny|orb|planet|spaceship,,
803,Walter Salles,Drama|Horror|Thriller,Dougray Scott,Dark Water ,5.6,apartment|hello kitty|school|teacher|water,,
804,Ron Howard,Comedy|Drama,Matthew McConaughey,Edtv ,6.1,female removes her clothes|one word title|producer|television|video store,,
805,Iain Softley,Adventure|Family|Fantasy,Brendan Fraser,Inkheart ,6.1,book|escape|girl|overalls|villain,,
806,Frank Miller,Action|Crime|Fantasy|Thriller,Scarlett Johansson,The Spirit ,4.8,female star appears nude|pants falling down|samurai|white rat|woman in a towel,,
807,David Koepp,Action|Comedy|Mystery|Romance,Johnny Depp,Mortdecai ,5.5,art dealer|fake painting|macguffin|moustache|stolen painting,,
808,Uwe Boll,Action|Adventure|Fantasy|Thriller,Jason Statham,In the Name of the King: A Dungeon Siege Tale ,3.8,farmer|king|krug|rescue|wizard,,
809,Martin Campbell,Adventure|Drama|Romance|War,Angelina Jolie Pitt,Beyond Borders ,6.5,africa|american|border|doctor|well,,
810,Pou-Soi Cheang,Action|Adventure|Fantasy,Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing ,6.0,buddhism|demon|journey to the west|monk|monkey king,,
811,John Dahl,Action|Drama|War,James Franco,The Great Raid ,6.7,american|lieutenant colonel|mission|rescue|soldier,,
812,Tim Miller,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,Deadpool ,8.1,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,,
813,Stephen Herek,Comedy|Drama,Kelly Preston,Holy Man ,4.9,1990s|evangelist|professional rivalry|swimming pool|televangelist,,
814,Clint Eastwood,Action|Biography|Drama|History|Thriller|War,Bradley Cooper,American Sniper ,7.3,assassin|death of child|iraq|sniper|sniper rifle,,
815,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,6.4,based on book|blob|ferris wheel|manuscript|monster,,
817,Mark Waters,Comedy|Fantasy|Romance,Jon Heder,Just Like Heaven ,6.7,apartment|architect|coma|doctor|spirit,,
818,Brian Levant,Comedy|Family|Romance|Sci-Fi,Taylor Negron,The Flintstones in Viva Rock Vegas ,3.6,based on tv series|love|prequel|the flintstones|title appears in song,,
819,Peter MacDonald,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo III ,5.7,afghanistan|colonel|rambo|rescue|soviet,,
820,George Clooney,Comedy|Drama|Romance|Sport,Robert Baker,Leatherheads ,6.0,college football|fight|football|hero|surrender,,
821,Frank Coraci,Comedy|Western,Taylor Lautner,The Ridiculous 6 ,4.9,apache|bank robbery|baseball|half brothers|white raised as indian,,
822,Marc Lawrence,Comedy|Drama|Romance,Michael Kelly,Did You Hear About the Morgans? ,4.7,fbi|murder|witness|witness protection|wyoming,,
823,Shawn Levy,Comedy,Josh Gad,The Internship ,6.3,actor's picture shown in credits|animated credits|google|internship|still images in end credits,,
824,Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,Milla Jovovich,Resident Evil: Afterlife ,5.9,alaska|female gunfighter|mutation|ship|siege,,
825,Anthony Hemingway,Action|Adventure|Drama|History|War,David Oyelowo,Red Tails ,5.9,african american|battle|italy|tuskegee airmen|world war two,,
827,Taylor Hackford,Drama|Mystery|Thriller,Keanu Reeves,The Devil's Advocate ,7.5,deal with the devil|lawyer|money|reality|supernatural power,,
828,Sean Anders,Comedy,Adam Sandler,That's My Boy ,5.6,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex,,
